bgu.14.2370_3	46	47	τ̣ο̣ῦ̣	Ἀπολλώνιον	noun	τ̣ο̣ῦ̣ Ἀπολλώνιον τὸν πρὸ αὐτ[οῦ]
bgu.14.2370_3	49	49	τὴν	πράσεως	noun	τὴν πράσεως |gap=16| τὸν αἰτούμενον
bgu.14.2379	4	4	τοῦ{του}	Ἁθὺρ	noun	τοῦ{του} Ἁθὺρ χ[α]λκοῦ τάλαντα πέντε
bgu.14.2384	7	7	[τῶι]	[Ε]ὐπόλ̣ε̣[ως]	noun	[τῶι] [Ε]ὐπόλ̣ε̣[ως] [μετρή]-[σει] [δικαίαι] [καὶ]
bgu.14.2384	8	8	[τὰ]	[Ε]ὐπ̣όλ[ε]ω̣ς̣	noun	[τὰ] [Ε]ὐπ̣όλ[ε]ω̣ς̣ [ἰ]δίωι ἀν̣[αλώματι] [·]
bgu.14.2387	3	3	[τῶι]	[Μενάνδρου]	noun	[τῶι] [Μενάνδρου] [μετρή]σει δικαίαι [καὶ]
bgu.14.2387	4	4	[τὰ]	[Μενάνδρου]	noun	[τὰ] [Μενάνδρου] [ἰδίωι] [ἀναλώματι] [·]
bgu.14.2388	13	14	τ̣ο̣[ῦ]	Χηγ̣ι̣	noun	τ̣ο̣[ῦ] Χηγ̣ι̣ ἀπὸ τοῦ Φρυν̣ί̣χ̣ο̣υ̣
bgu.14.2389_1	24	24-25	ἡ	μίσθ̣[ω]-σιν	noun	ἡ μίσθ̣[ω]-σιν ἥδε ἀκίν[δ]υνον παντὸς
bgu.14.2389_1	40	40	τῷ	Παῦνι	noun	τῷ Παῦνι μηνὶ τοῦ α[ὐ]τ̣οῦ
bgu.14.2399_1	24	24	[τ]ὰ	[Ἑ]ρμίππου	noun	[τ]ὰ [Ἑ]ρμίππου κ̣α̣ὶ̣ τὰ [αὐτο]ῦ̣
bgu.14.2399_1	25	25	τὰ/	Ἑρ/	noun	τὰ/ Ἑρ/ ἀ[π]⟦ηλιώτο⟧υ τὰ [Ἑρμί]π̣που
bgu.14.2399_1	25	25	τὰ	[Ἑρμί]π̣που	noun	τὰ [Ἑρμί]π̣που ἀπὸ δὲ ἀπηλ[ι]-[ώτου]
bgu.14.2399_2	44	44	τὰ	Ἑρ[μίπ]π̣ο̣υ̣	noun	τὰ Ἑρ[μίπ]π̣ο̣υ̣ [ἀπὸ] [δ]ὲ ἀπη̣[λιώτου]
bgu.14.2420	7	7	τοῦ	Ἁρυωη*	noun	τοῦ Ἁρυωη* ἄλλον ομη|gap=3|δου μηθὲν
bgu.14.2430_1	19	19	τὰ	Ἡρακλειδίωνος	noun	τὰ Ἡρακλειδίωνος Διονυ(…) β |gap=unknown|Ἥρωνει
bgu.14.2430_1	22	22	τὰ	Ἡρακλειδίωνος	noun	τὰ Ἡρακλειδίωνος ἡμέρ(ας) αὐτ(ῆς) διὰ
